EARNHRBONUS,GENDER_R,AGE_R,C_Q09,D_Q03,D_Q05a1,D2_Q10_C,D_Q10,ISCOSKIL4,EDCAT7,BORNLANG
8.47784233093262,2,36,6,1,35,1,30,2,1,1
18.1221675872803,1,50,20,1,45,1,37,1,7,1
10.4841831961831,2,23,4,1,21,1,35,2,3,3
10.1795244461451,1,20,3,1,19,1,30,1,2,3
6.3583812713623,1,24,2,1,21,1,40,2,2,4
7.22543334960938,1,47,17,3,34,1,40,4,5,1
8.1394510269165,1,52,34,1,34,1,40,3,5,3
13.8728322982788,2,26,4,1,25,1,30,2,5,1
5.9615383881789,2,51,18,2,48,1,40,1,6,1
10.8855495452881,2,50,23,1,31,1,25,1,6,1
8.27370262145996,1,28,2,1,26,1,43,2,5,1
12.2304357381967,1,44,22,1,35,1,40,4,3,1
25.9615384615385,1,39,20,1,35,1,40,2,2,1
14.4508666992188,1,56,20,1,56,1,40,3,2,4
29.1716950385125,2,41,17,2,25,1,35,2,7,1
12.8205127716064,1,53,35,1,52,1,45,3,2,1
8.58794403076172,2,24,1,1,23,1,35,1,5,4
7.26923084259033,1,22,3,1,19,1,20,3,3,1
11.5606937408447,1,47,18,1,42,1,40,1,3,1
10.1128275211041,1,29,4,1,29,1,40,1,3,2
7.20028356405405,1,36,11,1,29,1,40,2,2,1
8.57325465862568,1,28,4,1,27,1,40,2,5,1
9.82547826033372,2,39,23,2,27,1,40,2,2,1
27.6923079857459,1,46,20,1,24,1,50,1,7,1
9.61538505554199,1,37,3,1,36,1,40,3,2,3
32.3699417114258,1,41,17,1,36,1,10,3,5,3
16.5882367680215,2,50,25,2,44,1,36,1,6,1
36.9853263268104,1,59,32,1,32,1,50,1,7,1
8.57214333460881,1,60,42,1,59,1,40,4,1,1
6.83131885528564,2,31,2,1,30,1,22,2,6,1
11.5606937408447,2,51,14,2,42,2,40,1,7,2
12.133170568026,2,56,30,2,52,1,40,3,3,1
11.7145398946909,2,23,1,1,22,1,20,2,5,1
9.23301982879639,1,35,17,1,34,1,40,1,3,1
21.6346162649301,1,31,7,3,27,1,40,1,5,1
10.1128275211041,2,48,11,1,48,1,40,3,7,1
8.95953750610352,1,53,33,1,21,1,40,3,3,1
6.9364161491394,1,36,12,1,35,2,30,2,5,1
14.4230766296387,1,46,18,1,40,1,40,1,7,1
12.5222322023832,1,27,4,1,27,1,40,4,5,4
18.4971103668213,1,33,11,1,26,1,50,1,7,1
10.2304517096216,2,26,1,1,26,1,35,2,6,2
13.4837706639216,1,35,16,2,18,1,40,3,5,1
7.5,1,34,16,1,33,3,45,2,7,3
12.1387281417847,2,61,27,3,42,1,40,1,7,1
13.9423076923077,1,42,12,1,41,1,40,3,2,1
6.9364161491394,2,38,15,1,37,1,40,3,2,3
